N	Time(ms)
3441	0.436462
3441	0.427972
3441	0.426872
3441	0.425782
3441	0.423762
3441	0.467502
3441	0.465652
3441	0.459252
3441	0.456932
3441	0.455722
3441	0.454942
3441	0.474562
3441	0.471112
3441	0.468622
3441	0.458832
3441	0.458872
3441	0.455882
3441	0.470782
3441	0.462682
3441	0.481783
3441	0.492232
3441	0.461182
3441	0.461322
3441	0.475132
3441	0.461572
3441	0.456632
3441	0.456472
3441	0.454922
3441	0.452892
3441	0.467722
3441	0.462822
3441	0.459271
3441	0.458911
3441	0.457092
3441	0.456142
3441	0.474272
3441	0.461592
3441	0.458172
3441	0.456462
3441	0.454862
3441	0.459832
3441	0.476772
3441	0.460972
3441	0.457562
3441	0.456122
3441	0.462762
3441	0.457782
3441	0.467262
3441	0.463342
3441	0.458692
3441	0.459242
3441	0.467132
3441	0.456742
3441	0.466412
3441	0.461802
3441	0.458532
3441	0.456732
3441	0.457382
3441	0.462892
3441	0.467282
3441	0.464302
3441	0.460472
3441	0.461912
3441	0.456751
3441	0.457551
3441	0.480322
3441	0.462092
3441	0.463852
3441	0.460922
3441	0.454852
3441	0.454232
3441	0.469702
3441	0.464552
3441	0.479302
3441	0.468322
3441	0.471352
3441	0.465992
3441	0.468132
3441	0.466052
3441	0.459792
3441	0.460232
3441	0.457282
3441	0.457571
3441	0.468132
3441	0.461772
3441	0.457691
3441	0.456042
3441	0.456112
3441	0.455022
3441	0.539302
3441	0.471552
3441	0.467233
3441	0.464282
3441	0.461252
3441	0.461272
3441	0.486612
3441	0.466842
3441	0.471713
3441	0.462522
3441	0.461002
3441	0.460452
3441	0.476182
3441	0.465022
3441	0.461782
3441	0.467822
3441	0.460242
3441	0.459832
3441	0.468972
3441	0.464612
3441	0.460442
3441	0.467232
3441	0.458412
3441	0.458442
3441	0.465702
3441	0.466152
3441	0.461022
3441	0.458672
3441	0.458442
3441	0.462832
3441	0.466372
3441	0.461432
3441	0.456572
3441	0.457012
3441	0.463902
3441	0.453782
3426	0.496762
3426	0.468432
3426	0.460742
3426	0.456332
3426	0.459332
3426	0.451042
3426	0.465232
3426	0.445732
3426	0.430052
3426	0.428302
3426	0.429802
3426	0.424221
3426	0.475162
3426	0.462522
3426	0.465731
3426	0.461102
3426	0.467472
3426	0.461182
3426	0.463512
3426	0.456962
3426	0.470422
3426	0.454012
3426	0.448302
3426	0.448252
3426	0.463182
3426	0.457742
3426	0.455212
3426	0.453222
3426	0.450802
3426	0.450102
3426	0.461412
3426	0.457112
3426	0.456702
3426	0.451332
3426	0.449202
3426	0.449652
3426	0.465912
3426	0.461322
3426	0.460512
3426	0.456992
3426	0.455342
3426	0.462122
3426	0.465182
3426	0.460612
3426	0.460032
3426	0.455852
3426	0.453952
3426	0.459022
3426	0.461342
3426	0.469642
3426	0.462552
3426	0.451452
3426	0.465092
3426	0.465262
3426	0.440591
3426	0.439972
3426	0.431842
3426	0.430642
3426	0.432072
3426	0.427722
3426	0.437642
3426	0.435952
3426	0.430552
3426	0.428592
3426	0.427442
3426	0.427081
3426	0.470662
3426	0.448332
3426	0.429102
3426	0.430602
3426	0.426741
3426	0.425742
3426	0.434872
3426	0.431061
3426	0.427032
3426	0.425502
3426	0.425311
3426	0.423182
3426	0.436282
3426	0.430591
3426	0.445642
3426	0.436642
3426	0.433522
3426	0.425182
3426	0.437032
3426	0.431622
3426	0.429232
3426	0.429462
3426	0.426372
3426	0.425492
3426	0.438342
3426	0.434872
3426	0.432202
3426	0.432612
3426	0.429562
3426	0.429272
3426	0.438122
3426	0.434071
3426	0.430892
3426	0.432602
3426	0.426772
3426	0.426932
3426	0.462462
3426	0.457402
3426	0.453432
3426	0.453692
3426	0.451122
3426	0.449192
3426	0.468582
3426	0.474822
3426	0.459142
3426	0.465162
3426	0.458992
3426	0.457762
3426	0.460222
3426	0.457912
3426	0.456022
3426	0.458112
3426	0.453252
3426	0.452542
3426	0.461522
3426	0.457712
3426	0.455022
3426	0.456892
3426	0.452392
3426	0.452771
3426	0.471552
3426	0.460092
3426	0.463301
3426	0.453222
3426	0.451412
3426	0.450162
3426	0.464341
3426	0.461602
3426	0.457222
3426	0.457852
3426	0.456782
3426	0.455072
3426	0.468412
3426	0.484722
3426	0.477632
3426	0.462942
3426	0.452742
3426	0.450682
3426	0.464502
3426	0.456912
3426	0.454042
3426	0.453712
3426	0.451892
3426	0.451002
3426	0.466703
3426	0.461022
3426	0.458472
3426	0.459202
3426	0.463482
3426	0.455222
3426	0.462622
3426	0.458832
3426	0.455372
3426	0.453922
3426	0.452502
3426	0.462332
3426	0.461912
3426	0.462912
3426	0.453802
3426	0.458882
3426	0.450212
3426	0.454612
3426	0.460902
3426	0.464722
3426	0.454332
3426	0.452362
3426	0.451452
3426	0.454492
3426	0.461362
3426	0.458062
3426	0.453622
3426	0.451642
3426	0.453172
3426	0.450252
3426	0.460282
3426	0.457582
3426	0.453052
3426	0.454352
3426	0.450552
3426	0.449902
3426	0.465951
3426	0.460822
3426	0.457292
3426	0.460022
3426	0.455142
3426	0.453992
3426	0.471282
3426	0.456982
3426	0.467202
3426	0.451992
3426	0.458162
3426	0.449912
3426	0.463542
3426	0.459072
3426	0.460712
3426	0.453882
3426	0.452522
3426	0.452752
3426	0.463172
3426	0.460492
3426	0.460192
3426	0.455032
3426	0.454082
3426	0.453432
3426	0.458772
3426	0.458512
3426	0.450592
3426	0.457402
3426	0.447381
3426	0.448382
3426	0.471862
3426	0.464192
3426	0.460772
3426	0.451282
3426	0.450652
3426	0.450092
3426	0.445732
3426	0.477252
3426	0.432272
3426	0.429801
3426	0.427282
3426	0.423542
3426	0.468863
3426	0.455872
3426	0.452771
3426	0.449991
3426	0.450762
3426	0.449382
3426	0.462592
3426	0.457772
3426	0.454432
3426	0.454142
3426	0.451372
3426	0.451562
3426	0.460812
3426	0.455092
3426	0.452132
3426	0.450301
3426	0.449932
3426	0.448652
3426	0.468232
3426	0.456602
3426	0.452512
3426	0.451522
3426	0.450082
3426	0.450582
3426	0.465702
3426	0.470152
3426	0.457222
3426	0.456862
3426	0.454882
3426	0.454482
3426	0.463882
3426	0.459612
3426	0.454772
3426	0.452711
3426	0.451371
3426	0.451222
3426	0.462422
3426	0.458222
3426	0.453762
3426	0.452222
3426	0.461442
3426	0.450552
3426	0.461572
3426	0.457082
3426	0.453092
3426	0.451512
3426	0.449762
3426	0.449612
3426	0.469232
3426	0.460802
3426	0.456522
3426	0.455062
3426	0.454582
3426	0.453482
3426	0.469312
3426	0.459122
3426	0.454792
3426	0.461122
3426	0.451422
3426	0.451832
3426	0.466282
3426	0.459572
3426	0.456072
3426	0.455112
3426	0.452892
3426	0.453292
3426	0.467452
3426	0.461422
3426	0.458442
3426	0.456322
3426	0.456042
3426	0.454962
3405	0.668203
3405	0.509233
3405	0.480602
3405	0.474592
3405	0.472042
3405	0.463002
3405	0.481462
3405	0.476762
3405	0.459312
3405	0.468422
3405	0.453512
3405	0.448792
3405	0.477122
3405	0.450942
3405	0.447162
3405	0.452062
3405	0.442692
3405	0.442702
3405	0.454802
3405	0.449182
3405	0.443692
3405	0.452652
3405	0.444252
3405	0.440502
3405	0.464782
3405	0.457182
3405	0.452792
3405	0.446882
3405	0.442892
3405	0.444732
3405	0.440472
3405	0.451472
3405	0.455932
3405	0.450482
3405	0.447022
3405	0.444682
3405	0.446112
3405	0.440802
3405	0.454622
3405	0.450172
3405	0.446722
3405	0.452372
3405	0.446112
3405	0.443522
3405	0.454162
3405	0.451022
3405	0.446131
3405	0.444492
3405	0.442232
3405	0.445732
3405	0.454612
3405	0.450512
3405	0.446642
3405	0.452532
3405	0.444662
3405	0.525392
3405	0.453952
3405	0.457162
3405	0.464692
3405	0.443562
3405	0.442192
3405	0.447912
3405	0.440152
3405	0.426361
3405	0.422332
3405	0.435402
3405	0.445832
3405	0.419472
3405	0.431442
3405	0.414532
3405	0.407151
3405	0.406072
3405	0.404282
3405	0.403852
3405	0.418652
3405	0.413172
3405	0.409712
3405	0.408022
3405	0.405981
3405	0.413042
3405	0.416722
3405	0.412372
3405	0.408711
3405	0.408032
3405	0.406132
3405	0.405332
3405	0.428121
3405	0.423912
3405	0.422552
3405	0.420662
3405	0.423352
3405	0.419262
3405	0.425641
3405	0.416562
3405	0.406522
3405	0.404691
3405	0.404012
3405	0.410392
3405	0.412572
3405	0.407491
3405	0.407652
3405	0.402892
3405	0.401671
3405	0.401302
3405	0.418782
3405	0.416162
3405	0.413812
3405	0.410561
3405	0.401692
3405	0.401172
3405	0.414722
3405	0.406211
3405	0.403612
3405	0.401752
3405	0.399192
3405	0.399491
3405	0.416492
3405	0.409222
3405	0.406172
3405	0.412232
3405	0.402331
3405	0.402752
3405	0.414811
3405	0.404912
3405	0.402182
3405	0.400592
3405	0.398151
3405	0.397582
3405	0.421932
3405	0.406992
3405	0.403721
3405	0.402132
3405	0.399962
3405	0.398832
3405	0.454082
3405	0.449542
3405	0.453312
3405	0.443122
3405	0.442732
3405	0.442051
3405	0.453372
3405	0.448212
3405	0.445042
3405	0.443822
3405	0.442601
3405	0.441192
3405	0.456792
3405	0.455992
3405	0.445952
3405	0.444662
3405	0.443302
3405	0.443582
3405	0.453772
3405	0.457232
3405	0.447041
3405	0.445582
3405	0.442602
3405	0.441332
3405	0.453921
3405	0.449252
3405	0.448572
3405	0.444392
3405	0.443022
3405	0.441622
3405	0.450022
3405	0.446872
3405	0.448152
3405	0.446072
3405	0.440152
3405	0.446582
3405	0.414502
3405	0.462342
3405	0.408822
3405	0.407192
3405	0.412402
3405	0.403781
3405	0.414112
3405	0.408372
3405	0.406022
3405	0.405332
3405	0.405611
3405	0.402072
3405	0.417822
3405	0.413642
3405	0.411542
3405	0.408131
3405	0.407542
3405	0.414192
3405	0.428691
3405	0.424222
3405	0.420672
3405	0.418592
3405	0.426022
3405	0.416272
3405	0.424821
3405	0.420222
3405	0.417032
3405	0.416332
3405	0.420562
3405	0.419342
3405	0.424282
3405	0.424682
3405	0.416792
3405	0.414252
3405	0.428711
3405	0.412662
3405	0.411892
3405	0.406832
3405	0.404252
3405	0.401812
3405	0.399461
3405	0.398652
3405	0.411931
3405	0.409242
3405	0.404852
3405	0.403031
3405	0.404042
3405	0.401222
3405	0.411282
3405	0.421502
3405	0.403221
3405	0.401682
3405	0.400642
3405	0.406682
3405	0.413262
3405	0.406032
3405	0.403081
3405	0.401952
3405	0.407672
3405	0.399632
3405	0.426402
3405	0.422222
3405	0.418962
3405	0.417381
3405	0.415942
3405	0.415162
3405	0.414742
3405	0.411572
3405	0.408582
3405	0.416631
3405	0.405532
3405	0.405392
3405	0.413802
3405	0.411062
3405	0.407272
3405	0.405371
3405	0.402832
3405	0.408852
3405	0.413362
3405	0.416161
3405	0.406162
3405	0.404092
3405	0.402052
3405	0.401331
3405	0.448422
3405	0.460152
3405	0.425182
3405	0.423021
3405	0.421172
3405	0.418672
3405	0.425542
3405	0.418612
3405	0.415012
3405	0.412642
3405	0.411831
3405	0.410792
3405	0.415382
3405	0.410551
3405	0.406472
3405	0.405771
3405	0.403022
3405	0.402702
3405	0.454722
3405	0.455122
3405	0.474092
3405	0.464572
3405	0.445652
3405	0.450402
3405	0.453062
3405	0.449692
3405	0.454242
3405	0.446992
3405	0.443632
3405	0.443142
3405	0.425242
3405	0.421241
3405	0.417652
3405	0.415852
3405	0.414462
3405	0.414432
3405	0.424522
3405	0.420712
3405	0.417141
3405	0.414582
3405	0.413662
3405	0.415722
3405	0.454182
3405	0.450792
3405	0.446352
3405	0.443052
3405	0.445642
3405	0.442702
3376	0.492992
3376	0.451162
3376	0.441302
3376	0.451082
3376	0.438392
3376	0.434971
3376	0.446812
3376	0.466112
3376	0.434042
3376	0.431952
3376	0.433372
3376	0.433751
3376	0.448302
3376	0.442421
3376	0.437452
3376	0.440412
3376	0.433541
3376	0.436362
3376	0.441832
3376	0.444302
3376	0.432721
3376	0.429762
3376	0.428942
3376	0.435212
3376	0.448682
3376	0.437102
3376	0.440872
3376	0.430692
3376	0.429542
3376	0.428861
3376	0.449622
3376	0.441141
3376	0.433762
3376	0.431422
3376	0.429242
3376	0.428192
3376	0.418622
3376	0.408132
3376	0.407442
3376	0.402162
3376	0.407551
3376	0.399492
3376	0.416582
3376	0.412052
3376	0.408021
3376	0.407582
3376	0.404462
3376	0.403062
3376	0.422541
3376	0.412132
3376	0.414102
3376	0.420212
3376	0.426842
3376	0.405242
3376	0.402231
3376	0.395682
3376	0.411642
3376	0.394512
3376	0.392201
3376	0.391392
3376	0.418362
3376	0.419331
3376	0.409642
3376	0.408421
3376	0.414252
3376	0.404752
3376	0.401941
3376	0.397362
3376	0.393952
3376	0.392322
3376	0.393841
3376	0.389162
3376	0.419531
3376	0.422712
3376	0.414212
3376	0.409882
3376	0.414992
3376	0.407791
3376	0.439382
3376	0.442702
3376	0.437972
3376	0.429212
3376	0.427071
3376	0.426902
3376	0.441752
3376	0.436662
3376	0.442882
3376	0.482242
3376	0.438672
3376	0.435772
3376	0.451472
3376	0.440712
3376	0.434452
3376	0.433202
3376	0.438302
3376	0.429672
3376	0.424082
3376	0.415521
3376	0.412372
3376	0.418152
3376	0.409652
3376	0.408182
3376	0.415892
3376	0.419522
3376	0.409131
3376	0.407062
3376	0.405442
3376	0.406032
3376	0.401842
3376	0.396982
3376	0.393362
3376	0.392481
3376	0.390382
3376	0.389602
3376	0.444892
3376	0.439432
3376	0.435791
3376	0.435072
3376	0.436152
3376	0.432432
3376	0.451102
3376	0.439202
3376	0.435242
3376	0.434632
3376	0.432432
3376	0.433611
3376	0.441342
3376	0.436572
3376	0.439122
3376	0.430662
3376	0.428852
3376	0.441752
3376	0.453012
3376	0.440332
3376	0.436932
3376	0.434412
3376	0.433182
3376	0.432682
3376	0.446932
3376	0.440151
3376	0.438082
3376	0.437022
3376	0.434742
3376	0.434272
3376	0.442882
3376	0.439202
3376	0.437702
3376	0.435432
3376	0.433232
3376	0.433372
3376	0.441932
3376	0.439332
3376	0.434532
3376	0.439372
3376	0.432311
3376	0.430992
3376	0.451702
3376	0.438242
3376	0.433961
3376	0.432732
3376	0.434072
3376	0.430082
3376	0.447782
3376	0.435452
3376	0.432281
3376	0.430721
3376	0.435362
3376	0.430722
3376	0.439652
3376	0.442442
3376	0.431802
3376	0.429701
3376	0.427922
3376	0.428192
3376	0.445252
3376	0.442552
3376	0.438932
3376	0.436362
3376	0.435402
3376	0.435032
3376	0.445542
3376	0.440712
3376	0.437321
3376	0.436412
3376	0.434702
3376	0.434421
3376	0.443012
3376	0.436302
3376	0.432641
3376	0.430132
3376	0.428512
3376	0.429842
3376	0.442031
3376	0.444092
3376	0.437631
3376	0.434092
3376	0.432542
3376	0.431622
3376	0.431382
3376	0.441162
3376	0.442662
3376	0.443362
3376	0.431922
3376	0.430702
3376	0.436342
3376	0.441092
3376	0.436562
3376	0.435041
3376	0.431942
3376	0.430352
3376	0.430352
3376	0.444692
3376	0.441132
3376	0.437222
3376	0.438672
3376	0.434442
3376	0.433932
3376	0.441892
3376	0.437822
3376	0.433131
3376	0.432162
3376	0.435942
3376	0.429412
3376	0.411532
3376	0.408082
3376	0.411512
3376	0.403001
3376	0.410822
3376	0.401652
3376	0.420682
3376	0.408712
3376	0.405022
3376	0.410162
3376	0.401661
3376	0.401042
3376	0.414941
3376	0.409652
3376	0.406351
3376	0.404442
3376	0.408552
3376	0.429511
3376	0.413132
3376	0.408872
3376	0.422521
3376	0.403632
3376	0.402022
3376	0.401372
3376	0.411822
3376	0.407182
3376	0.403942
3376	0.401531
3376	0.400602
3376	0.399522
3376	0.407152
3376	0.394981
3376	0.391672
3376	0.389972
3376	0.387562
3376	0.390651
3376	0.415501
3376	0.410452
3376	0.409222
3376	0.404472
3376	0.403381
3376	0.402822
3376	0.414172
3376	0.405391
3376	0.401512
3376	0.406812
3376	0.398022
3376	0.398161
3376	0.409742
3376	0.404292
3376	0.400691
3376	0.399631
3376	0.426722
3376	0.410352
3376	0.412302
3376	0.407492
3376	0.403102
3376	0.406561
3376	0.400452
3376	0.400131
3376	0.422462
3376	0.416582
3376	0.413372
3376	0.410531
3376	0.409362
3376	0.407852
3376	0.421751
3376	0.411332
3376	0.406232
3376	0.404292
3376	0.402972
3376	0.402271
3376	0.405102
3376	0.400072
3376	0.396532
3376	0.394381
3376	0.398482
3376	0.396132
3353	0.441692
3353	0.404412
3353	0.395622
3353	0.396632
3353	0.390661
3353	0.401072
3353	0.427132
3353	0.407962
3353	0.396902
3353	0.393921
3353	0.394362
3353	0.386952
3353	0.397932
3353	0.392411
3353	0.389342
3353	0.386732
3353	0.385581
3353	0.384822
3353	0.395122
3353	0.401111
3353	0.386962
3353	0.382502
3353	0.380481
3353	0.379322
3353	0.416372
3353	0.416532
3353	0.414241
3353	0.405962
3353	0.404951
3353	0.404242
3353	0.405722
3353	0.398831
3353	0.394572
3353	0.392512
3353	0.390642
3353	0.397761
3353	0.408752
3353	0.398111
3353	0.393832
3353	0.392812
3353	0.390162
3353	0.389241
3353	0.404672
3353	0.400081
3353	0.395662
3353	0.399622
3353	0.391512
3353	0.390781
3353	0.419821
3353	0.437702
3353	0.401452
3353	0.387372
3353	0.396501
3353	0.385272
3353	0.401092
3353	0.392212
3353	0.388612
3353	0.388201
3353	0.386532
3353	0.385592
3353	0.395832
3353	0.402281
3353	0.387232
3353	0.385332
3353	0.390391
3353	0.383732
3353	0.429812
3353	0.406292
3353	0.403482
3353	0.408921
3353	0.400202
3353	0.399112
3353	0.446952
3353	0.430332
3353	0.425592
3353	0.424372
3353	0.426001
3353	0.426682
3353	0.393892
3353	0.388732
3353	0.385472
3353	0.382981
3353	0.381712
3353	0.387862
3353	0.393912
3353	0.395211
3353	0.399992
3353	0.384581
3353	0.383182
3353	0.380621
3353	0.403661
3353	0.414182
3353	0.394152
3353	0.393802
3353	0.391351
3353	0.390622
3353	0.408541
3353	0.398432
3353	0.401792
3353	0.393272
3353	0.391701
3353	0.396242
3353	0.404462
3353	0.399242
3353	0.393862
3353	0.391801
3353	0.390022
3353	0.389312
3353	0.396472
3353	0.392291
3353	0.389032
3353	0.387652
3353	0.387131
3353	0.398212
3353	0.393192
3353	0.388362
3353	0.396901
3353	0.383342
3353	0.381822
3353	0.380771
3353	0.415082
3353	0.410462
3353	0.406982
3353	0.405021
3353	0.410022
3353	0.402042
3353	0.412151
3353	0.407352
3353	0.419742
3353	0.421302
3353	0.413362
3353	0.402351
3353	0.393742
3353	0.402092
3353	0.387281
3353	0.387172
3353	0.384772
3353	0.386071
3353	0.403932
3353	0.400362
3353	0.396442
3353	0.394931
3353	0.393392
3353	0.398082
3353	0.406831
3353	0.389562
3353	0.385581
3353	0.383912
3353	0.382871
3353	0.381492
3353	0.395752
3353	0.387622
3353	0.383931
3353	0.381262
3353	0.386562
3353	0.379241
3353	0.412602
3353	0.414912
3353	0.405161
3353	0.403501
3353	0.402672
3353	0.402252
3353	0.402262
3353	0.397752
3353	0.393451
3353	0.396892
3353	0.390702
3353	0.390041
3353	0.402922
3353	0.403371
3353	0.395372
3353	0.394082
3353	0.392192
3353	0.392631
3353	0.402072
3353	0.396801
3353	0.387372
3353	0.385072
3353	0.392971
3353	0.382752
3353	0.406702
3353	0.399442
3353	0.404472
3353	0.401511
3353	0.393532
3353	0.392252
3353	0.393162
3353	0.388652
3353	0.384642
3353	0.382951
3353	0.381492
3353	0.380772
3353	0.392802
3353	0.390942
3353	0.384271
3353	0.382612
3353	0.380472
3353	0.380731
3353	0.414052
3353	0.411922
3353	0.405111
3353	0.402992
3353	0.401582
3353	0.400542
3353	0.405702
3353	0.398241
3353	0.408042
3353	0.393891
3353	0.392322
3353	0.391181
3353	0.410231
3353	0.398102
3353	0.394052
3353	0.390632
3353	0.391121
3353	0.388762
3353	0.412322
3353	0.408162
3353	0.403042
3353	0.402822
3353	0.401321
3353	0.403392
3353	0.438902
3353	0.432472
3353	0.429882
3353	0.427312
3353	0.428912
3353	0.425122
3353	0.437542
3353	0.432992
3353	0.476522
3353	0.439752
3353	0.434342
3353	0.442031
3353	0.410852
3353	0.414042
3353	0.402902
3353	0.402181
3353	0.401782
3353	0.404572
3353	0.393702
3353	0.391111
3353	0.387582
3353	0.386312
3353	0.384621
3353	0.401682
3353	0.412782
3353	0.408202
3353	0.426352
3353	0.405201
3353	0.413162
3353	0.403762
3353	0.415422
3353	0.410662
3353	0.406461
3353	0.407802
3353	0.403562
3353	0.411032
3353	0.404992
3353	0.405472
3353	0.399051
3353	0.394572
3353	0.392892
3353	0.392481
3353	0.404962
3353	0.402271
3353	0.395932
3353	0.394162
3353	0.393072
3353	0.391811
3353	0.395211
3353	0.393612
3353	0.382912
3353	0.380441
3353	0.379392
3353	0.378912
3353	0.408002
3353	0.403912
3353	0.399972
3353	0.398951
3353	0.398382
3353	0.405872
3353	0.404981
3353	0.398162
3353	0.394172
3353	0.391892
3353	0.390491
3353	0.390342
3353	0.422372
3353	0.404231
3353	0.399602
3353	0.404072
3353	0.396852
3353	0.396431
3353	0.406361
3353	0.402761
3353	0.398662
3353	0.397282
3353	0.395631
3353	0.395342
3324	0.737324
3324	0.711173
3324	0.643522
3324	0.659482
3324	0.653833
3324	0.617803
3324	0.642023
3324	0.631502
3324	0.499903
3324	0.452152
3324	0.586712
3324	0.602313
3324	0.642483
3324	0.609413
3324	0.603882
3324	0.611052
3324	0.597373
3324	0.599542
3324	0.629322
3324	0.611113
3324	0.603883
3324	0.607442
3324	0.611503
3324	0.617733
3324	0.625382
3324	0.623183
3324	0.632172
3324	0.614923
3324	0.629962
3324	0.607443
3324	0.622743
3324	0.624723
3324	0.603022
3324	0.600763
3324	0.597233
3324	0.601342
3324	0.668563
3324	0.664132
3324	0.650643
3324	0.645653
3324	0.646103
3324	0.644953
3324	0.665773
3324	0.656563
3324	0.649953
3324	0.647262
3324	0.660563
3324	0.642433
3324	0.668053
3324	0.659503
3324	0.661783
3324	0.661253
3324	0.647443
3324	0.657273
3324	0.668143
3324	0.662743
3324	0.653553
3324	0.664713
3324	0.650283
3324	0.563842
3324	0.626313
3324	0.661773
3324	0.657793
3324	0.654783
3324	0.656542
3324	0.651213
3324	0.669213
3324	0.711873
3324	0.693173
3324	0.657002
3324	0.651583
3324	0.655903
3324	0.675422
3324	0.672123
3324	0.656273
3324	0.653603
3324	0.650433
3324	0.654393
3324	0.670383
3324	0.663733
3324	0.657733
3324	0.661962
3324	0.653213
3324	0.652193
3324	0.679533
3324	0.674233
3324	0.462782
3324	0.414582
3324	0.413172
3324	0.411622
3324	0.423731
3324	0.419262
3324	0.419512
3324	0.416052
3324	0.413682
3324	0.412412
3324	0.426632
3324	0.428392
3324	0.422082
3324	0.417891
3324	0.416552
3324	0.424902
3324	0.424112
3324	0.419962
3324	0.416291
3324	0.417882
3324	0.413072
3324	0.435862
3324	0.423881
3324	0.419311
3324	0.415022
3324	0.414642
3324	0.418012
3324	0.412732
3324	0.425532
3324	0.421162
3324	0.418032
3324	0.438392
3324	0.435621
3324	0.430132
3324	0.391332
3324	0.387301
3324	0.388742
3324	0.381731
3324	0.379752
3324	0.378381
3324	0.389502
3324	0.385742
3324	0.381051
3324	0.380072
3324	0.378632
3324	0.376471
3324	0.390632
3324	0.397822
3324	0.382842
3324	0.382141
3324	0.379462
3324	0.382842
3324	0.381011
3324	0.374972
3324	0.372352
3324	0.377661
3324	0.369982
3324	0.375122
3324	0.386121
3324	0.372452
3324	0.370062
3324	0.368401
3324	0.367562
3324	0.367761
3324	0.403562
3324	0.454842
3324	0.395772
3324	0.394931
3324	0.390492
3324	0.395462
3324	0.382472
3324	0.378861
3324	0.374952
3324	0.374112
3324	0.377051
3324	0.384002
3324	0.376712
3324	0.372931
3324	0.368232
3324	0.367761
3324	0.376442
3324	0.365732
3324	0.402792
3324	0.398181
3324	0.394242
3324	0.392572
3324	0.394482
3324	0.398141
3324	0.403432
3324	0.398431
3324	0.395552
3324	0.396502
3324	0.399041
3324	0.391702
3324	0.390341
3324	0.385122
3324	0.384781
3324	0.380432
3324	0.379202
3324	0.377861
3324	0.398922
3324	0.400432
3324	0.391372
3324	0.389121
3324	0.382712
3324	0.383042
3324	0.389912
3324	0.377732
3324	0.377651
3324	0.371902
3324	0.370142
3324	0.371661
3324	0.380711
3324	0.375842
3324	0.376062
3324	0.375111
3324	0.368762
3324	0.369262
3324	0.382721
3324	0.401751
3324	0.397742
3324	0.402122
3324	0.395512
3324	0.394211
3324	0.389192
3324	0.382022
3324	0.377382
3324	0.373521
3324	0.371402
3324	0.370322
3324	0.374201
3324	0.403041
3324	0.378402
3324	0.375222
3324	0.375841
3324	0.376642
3324	0.382932
3324	0.402092
3324	0.394321
3324	0.388482
3324	0.386082
3324	0.400731
3324	0.383832
3324	0.380212
3324	0.375381
3324	0.370942
3324	0.372101
3324	0.368302
3324	0.368212
3324	0.374351
3324	0.370182
3324	0.367491
3324	0.366022
3324	0.363122
3324	0.363471
3324	0.401312
3324	0.396951
3324	0.400462
3324	0.391311
3324	0.390342
3324	0.397481
3324	0.402171
3324	0.396672
3324	0.393612
3324	0.391582
3324	0.390501
3324	0.392572
3324	0.379912
3324	0.381402
3324	0.371741
3324	0.370022
3324	0.373091
3324	0.370782
3324	0.400442
3324	0.412802
3324	0.400682
3324	0.397721
3324	0.396342
3324	0.394372
3324	0.396692
3324	0.401302
3324	0.396291
3324	0.393262
3324	0.393172
3324	0.391162
3324	0.393481
3324	0.409281
3324	0.397902
3324	0.395162
3324	0.394462
3324	0.395701
3324	0.392072
3324	0.389632
3324	0.384402
3324	0.380521
3324	0.378642
3324	0.378142
3324	0.376411
3324	0.388562
3324	0.397852
3324	0.380271
3324	0.378252
3324	0.383012
3324	0.382751
3324	0.398121
3324	0.383892
3324	0.380902
3324	0.379011
3324	0.379632
3324	0.377552
3324	0.378552
3324	0.373152
3324	0.369771
3324	0.367542
3324	0.369431
3324	0.366972
3299	0.451412
3299	0.403202
3299	0.392941
3299	0.394042
3299	0.399962
3299	0.395522
3299	0.403051
3299	0.403752
3299	0.404752
3299	0.385981
3299	0.388332
3299	0.378362
3299	0.399182
3299	0.391672
3299	0.388031
3299	0.388392
3299	0.382782
3299	0.382531
3299	0.404292
3299	0.381952
3299	0.378741
3299	0.377342
3299	0.374492
3299	0.393531
3299	0.383532
3299	0.376581
3299	0.373602
3299	0.370742
3299	0.368581
3299	0.368362
3299	0.371831
3299	0.370722
3299	0.368632
3299	0.364421
3299	0.362312
3299	0.359421
3299	0.372732
3299	0.366162
3299	0.361931
3299	0.374862
3299	0.376031
3299	0.358242
3299	0.390702
3299	0.383282
3299	0.379271
3299	0.378242
3299	0.376572
3299	0.375631
3299	0.386532
3299	0.380342
3299	0.376121
3299	0.373982
3299	0.371402
3299	0.372071
3299	0.395962
3299	0.384861
3299	0.399142
3299	0.375882
3299	0.387272
3299	0.373641
3299	0.378282
3299	0.376721
3299	0.370682
3299	0.368991
3299	0.366841
3299	0.364732
3299	0.382542
3299	0.384871
3299	0.375492
3299	0.369431
3299	0.369652
3299	0.367531
3299	0.393411
3299	0.388922
3299	0.384132
3299	0.385571
3299	0.381172
3299	0.381172
3299	0.416701
3299	0.408972
3299	0.403852
3299	0.403112
3299	0.403921
3299	0.401292
3299	0.413302
3299	0.407652
3299	0.404041
3299	0.403042
3299	0.415672
3299	0.403242
3299	0.419302
3299	0.423651
3299	0.409832
3299	0.409132
3299	0.408642
3299	0.406542
3299	0.415702
3299	0.412242
3299	0.408922
3299	0.406491
3299	0.405842
3299	0.403842
3299	0.412822
3299	0.408311
3299	0.404362
3299	0.403372
3299	0.401962
3299	0.434022
3299	0.383372
3299	0.375812
3299	0.371391
3299	0.369132
3299	0.367991
3299	0.367372
3299	0.386142
3299	0.383332
3299	0.377431
3299	0.376742
